Flight Number,Origin,Destination,Company,Departure Time,Arrival Time,Duration Time,Flight Price,Date,Cabin Class
IndiGo - 234,CCU,MAA,IndiGo ,18:10,20:30,2h 20m,MAABLR,20-08-2025,Economy
IndiGo - 6154,CCU,HYD,IndiGo ,20:45,23:00,2h 15m,HYDBLR,20-08-2025,Economy
Air India Exp - 2963,CCU,IXB,Air India Exp ,15:05,16:20,1h 15m,IXBBLR,20-08-2025,Economy
IndiGo - 6908,CCU,HYD,IndiGo ,15:05,17:15,2h 10m,HYDBLR,20-08-2025,Economy
IndiGo - 6528,CCU,HYD,IndiGo ,18:05,20:10,2h 05m,HYDBLR,20-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",20-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"4,980",20-08-2025,Economy
IndiGo - 6404,BLR,HYD,IndiGo ,12:35,14:00,1h 25m,HYDCCU,21-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,21-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",21-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"4,980",21-08-2025,Economy
IndiGo - 442,BLR,CCU,IndiGo ,08:20,10:55,2h 35m,"5,190",21-08-2025,Economy
IndiGo - 172,BLR,CCU,IndiGo ,13:45,16:20,2h 35m,"5,295",21-08-2025,Economy
Air India Exp - 1574,BLR,CCU,Air India Exp ,14:30,17:20,2h 50m,"4,981",21-08-2025,Economy
IndiGo - 236,BLR,CCU,IndiGo ,11:45,14:25,2h 40m,"5,295",21-08-2025,Economy
Akasa Air - 1561,BLR,CCU,Akasa Air ,06:00,08:55,2h 55m,"4,958",21-08-2025,Economy
IndiGo - 503,BLR,CCU,IndiGo ,09:55,12:50,2h 55m,"5,190",21-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,21-08-2025,Economy
Air India - 2887,BLR,HYD,Air India ,13:35,14:55,1h 20m,HYDCCU,21-08-2025,Economy
IndiGo - 6923,BLR,HYD,IndiGo ,05:10,06:30,1h 20m,HYDCCU,21-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,21-08-2025,Economy
IndiGo - 6876,BLR,PNQ,IndiGo ,02:40,04:10,1h 30m,PNQCCU,21-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,MAACCU,21-08-2025,Economy
IndiGo - 6277,BLR,PAT,IndiGo ,14:45,17:15,2h 30m,PATCCU,21-08-2025,Economy
IndiGo - 484,BLR,HYD,IndiGo ,08:10,09:25,1h 15m,HYDCCU,21-08-2025,Economy
IndiGo - 6653,BLR,GOI,IndiGo ,12:35,13:45,1h 10m,GOICCU,21-08-2025,Economy
IndiGo - 5256,BLR,DEL,IndiGo ,09:15,12:10,2h 55m,DELCCU,21-08-2025,Economy
IndiGo - 457,BLR,GAU,IndiGo ,08:45,11:50,3h 05m,GAUCCU,21-08-2025,Economy
Air India Exp - 1454,BLR,HDO,Air India Exp ,12:45,15:35,2h 50m,HDOCCU,21-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,MAACCU,21-08-2025,Economy
IndiGo - 6535,BLR,BBI,IndiGo ,12:10,14:05,1h 55m,BBICCU,21-08-2025,Economy
IndiGo - 6537,BLR,DGH,IndiGo ,11:30,14:05,2h 35m,DGHCCU,21-08-2025,Economy
Air India - 2804,BLR,DEL,Air India ,09:10,12:05,2h 55m,DELCCU,21-08-2025,Economy
Air India Exp - 2947,CCU,BLR,Air India Exp ,19:30,22:10,2h 40m,"5,290",21-08-2025,Economy
IndiGo - 6314,CCU,BLR,IndiGo ,20:35,23:15,2h 40m,"5,301",21-08-2025,Economy
Akasa Air - 1541,CCU,BLR,Akasa Air ,23:20,02:05,2h 45m,"5,017",21-08-2025,Economy
IndiGo - 573,CCU,BLR,IndiGo ,22:00,00:40,2h 40m,"5,406",21-08-2025,Economy
Akasa Air - 1564,CCU,BLR,Akasa Air ,16:30,19:05,2h 35m,"5,632",21-08-2025,Economy
IndiGo - 757,CCU,BLR,IndiGo ,17:00,19:40,2h 40m,"5,721",21-08-2025,Economy
IndiGo - 958,CCU,BLR,IndiGo ,15:10,17:50,2h 40m,"5,867",21-08-2025,Economy
IndiGo - 6251,CCU,BLR,IndiGo ,19:00,21:40,2h 40m,"6,036",21-08-2025,Economy
Akasa Air - 1564,CCU,BLR,Akasa Air ,16:30,19:15,2h 45m,"6,732",21-08-2025,Economy
IndiGo - 6154,CCU,HYD,IndiGo ,20:45,23:00,2h 15m,HYDBLR,21-08-2025,Economy
IndiGo - 234,CCU,MAA,IndiGo ,18:10,20:30,2h 20m,MAABLR,21-08-2025,Economy
IndiGo - 895,CCU,PAT,IndiGo ,17:45,18:50,1h 05m,PATBLR,21-08-2025,Economy
IndiGo - 892,CCU,MAA,IndiGo ,15:00,17:20,2h 20m,MAABLR,21-08-2025,Economy
Air India Exp - 2963,CCU,IXB,Air India Exp ,15:05,16:20,1h 15m,IXBBLR,21-08-2025,Economy
IndiGo - 6528,CCU,HYD,IndiGo ,18:05,20:10,2h 05m,HYDBLR,21-08-2025,Economy
IndiGo - 856,CCU,LKO,IndiGo ,18:40,20:25,1h 45m,LKOBLR,21-08-2025,Economy
IndiGo - 476,CCU,PNQ,IndiGo ,20:50,23:20,2h 30m,PNQBLR,21-08-2025,Economy
Air India Exp - 2945,CCU,GAU,Air India Exp ,15:00,16:35,1h 35m,GAUBLR,21-08-2025,Economy
IndiGo - 6908,CCU,HYD,IndiGo ,15:05,17:15,2h 10m,HYDBLR,21-08-2025,Economy
Air India - 2774,CCU,BOM,Air India ,17:30,20:25,2h 55m,BOMBLR,21-08-2025,Economy
IndiGo - 6183,CCU,DEL,IndiGo ,18:00,20:25,2h 25m,DELBLR,21-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,22-08-2025,Economy
Air India - 2887,BLR,HYD,Air India ,13:35,14:55,1h 20m,HYDCCU,22-08-2025,Economy
IndiGo - 6404,BLR,HYD,IndiGo ,12:35,14:00,1h 25m,HYDCCU,22-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,22-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,22-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,MAACCU,22-08-2025,Economy
IndiGo - 6923,BLR,HYD,IndiGo ,05:10,06:30,1h 20m,HYDCCU,22-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",22-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"4,980",22-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,23-08-2025,Economy
Air India - 2887,BLR,HYD,Air India ,13:35,14:55,1h 20m,HYDCCU,23-08-2025,Economy
IndiGo - 6404,BLR,HYD,IndiGo ,12:35,14:00,1h 25m,HYDCCU,23-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,23-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,23-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,MAACCU,23-08-2025,Economy
IndiGo - 6923,BLR,HYD,IndiGo ,05:10,06:30,1h 20m,HYDCCU,23-08-2025,Economy
IndiGo - 234,CCU,MAA,IndiGo ,18:10,20:30,2h 20m,MAABLR,23-08-2025,Economy
IndiGo - 6154,CCU,HYD,IndiGo ,20:45,23:00,2h 15m,HYDBLR,23-08-2025,Economy
IndiGo - 892,CCU,MAA,IndiGo ,15:00,17:20,2h 20m,MAABLR,23-08-2025,Economy
IndiGo - 6528,CCU,HYD,IndiGo ,18:05,20:10,2h 05m,HYDBLR,23-08-2025,Economy
IndiGo - 895,CCU,PAT,IndiGo ,17:45,18:50,1h 05m,PATBLR,23-08-2025,Economy
IndiGo - 6908,CCU,HYD,IndiGo ,15:05,17:15,2h 10m,HYDBLR,23-08-2025,Economy
Air India Exp - 2963,CCU,IXB,Air India Exp ,15:05,16:20,1h 15m,IXBBLR,23-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"5,295",23-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"5,611",23-08-2025,Economy
IndiGo - 442,BLR,CCU,IndiGo ,08:20,10:55,2h 35m,"5,925",23-08-2025,Economy
Air India Exp - 1574,BLR,CCU,Air India Exp ,14:30,17:20,2h 50m,"5,611",23-08-2025,Economy
IndiGo - 172,BLR,CCU,IndiGo ,13:45,16:20,2h 35m,"6,030",23-08-2025,Economy
IndiGo - 236,BLR,CCU,IndiGo ,11:45,14:25,2h 40m,"6,030",23-08-2025,Economy
IndiGo - 503,BLR,CCU,IndiGo ,09:55,12:50,2h 55m,"5,925",23-08-2025,Economy
Akasa Air - 1565,BLR,PNQ,Akasa Air ,08:10,13:05,4h 55m,"7,330",23-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,MAACCU,23-08-2025,Economy
IndiGo - 6277,BLR,PAT,IndiGo ,14:45,17:15,2h 30m,PATCCU,23-08-2025,Economy
IndiGo - 6537,BLR,DGH,IndiGo ,11:30,14:05,2h 35m,DGHCCU,23-08-2025,Economy
IndiGo - 5256,BLR,DEL,IndiGo ,09:15,12:10,2h 55m,DELCCU,23-08-2025,Economy
Air India Exp - 2971,BLR,IXB,Air India Exp ,05:20,08:15,2h 55m,IXBCCU,23-08-2025,Economy
Air India Exp - 2932,BLR,JAI,Air India Exp ,14:00,16:45,2h 45m,CCU,23-08-2025,Economy
Air India - 2804,BLR,DEL,Air India ,09:10,12:05,2h 55m,DELCCU,23-08-2025,Economy
Air India - 2846,BLR,BOM,Air India ,08:25,10:30,2h 05m,BOMCCU,23-08-2025,Economy
Air India Exp - 1323,BLR,HYD,Air India Exp ,11:15,12:40,1h 25m,HYDCCU,23-08-2025,Economy
IndiGo - 6876,BLR,PNQ,IndiGo ,02:40,04:10,1h 30m,PNQCCU,23-08-2025,Economy
IndiGo - 6535,BLR,BBI,IndiGo ,12:10,14:05,1h 55m,BBICCU,23-08-2025,Economy
Air India - 2852,BLR,BOM,Air India ,10:30,12:35,2h 05m,BOMCCU,23-08-2025,Economy
IndiGo - 6314,CCU,BLR,IndiGo ,20:35,23:15,2h 40m,"5,616",23-08-2025,Economy
Air India Exp - 2947,CCU,BLR,Air India Exp ,19:30,22:10,2h 40m,"5,733",23-08-2025,Economy
IndiGo - 757,CCU,BLR,IndiGo ,17:00,19:40,2h 40m,"6,182",23-08-2025,Economy
IndiGo - 573,CCU,BLR,IndiGo ,22:00,00:40,2h 40m,"6,141",23-08-2025,Economy
IndiGo - 6251,CCU,BLR,IndiGo ,19:00,21:40,2h 40m,"6,456",23-08-2025,Economy
IndiGo - 958,CCU,BLR,IndiGo ,15:10,17:50,2h 40m,"6,561",23-08-2025,Economy
Akasa Air - 1541,CCU,BLR,Akasa Air ,23:45,02:30,2h 45m,"6,732",23-08-2025,Economy
Air India Exp - 2945,CCU,GAU,Air India Exp ,15:00,16:35,1h 35m,GAUBLR,23-08-2025,Economy
Air India - 2774,CCU,BOM,Air India ,17:30,20:25,2h 55m,BOMBLR,23-08-2025,Economy
IndiGo - 856,CCU,LKO,IndiGo ,18:40,20:25,1h 45m,LKOBLR,23-08-2025,Economy
Air India - 2768,CCU,DEL,Air India ,16:15,18:50,2h 35m,DELBLR,23-08-2025,Economy
Air India - 2472,CCU,BOM,Air India ,15:10,18:10,3h,BOMBLR,23-08-2025,Economy
Air India - 2410,CCU,BOM,Air India ,22:15,01:20,3h 05m,BOMBLR,23-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,24-08-2025,Economy
Air India - 2887,BLR,HYD,Air India ,13:35,14:55,1h 20m,HYDCCU,24-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,24-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,24-08-2025,Economy
IndiGo - 6923,BLR,HYD,IndiGo ,05:10,06:30,1h 20m,HYDCCU,24-08-2025,Economy
IndiGo - 6876,BLR,PNQ,IndiGo ,02:40,04:10,1h 30m,PNQCCU,24-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,MAACCU,24-08-2025,Economy
IndiGo - 6277,BLR,PAT,IndiGo ,14:45,17:15,2h 30m,PATCCU,24-08-2025,Economy
IndiGo - 484,BLR,HYD,IndiGo ,08:10,09:25,1h 15m,HYDCCU,24-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,MAACCU,24-08-2025,Economy
IndiGo - 457,BLR,GAU,IndiGo ,08:45,11:50,3h 05m,GAUCCU,24-08-2025,Economy
IndiGo - 6404,BLR,HYD,IndiGo ,12:35,14:00,1h 25m,HYDCCU,24-08-2025,Economy
IndiGo - 6653,BLR,GOI,IndiGo ,12:35,13:45,1h 10m,GOICCU,24-08-2025,Economy
IndiGo - 6537,BLR,DGH,IndiGo ,11:30,14:05,2h 35m,DGHCCU,24-08-2025,Economy
Air India Exp - 1323,BLR,HYD,Air India Exp ,11:15,12:40,1h 25m,HYDCCU,24-08-2025,Economy
IndiGo - 234,CCU,MAA,IndiGo ,18:10,20:30,2h 20m,MAABLR,24-08-2025,Economy
IndiGo - 895,CCU,PAT,IndiGo ,17:45,18:50,1h 05m,PATBLR,24-08-2025,Economy
IndiGo - 6717,CCU,BBI,IndiGo ,18:20,19:25,1h 05m,BBIBLR,24-08-2025,Economy
IndiGo - 6154,CCU,HYD,IndiGo ,20:45,23:00,2h 15m,HYDBLR,24-08-2025,Economy
IndiGo - 6528,CCU,HYD,IndiGo ,18:05,20:10,2h 05m,HYDBLR,24-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",24-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"4,980",24-08-2025,Economy
IndiGo - 442,BLR,CCU,IndiGo ,08:20,10:55,2h 35m,"5,190",24-08-2025,Economy
Akasa Air - 1561,BLR,CCU,Akasa Air ,06:00,08:55,2h 55m,"4,773",24-08-2025,Economy
Air India Exp - 1574,BLR,CCU,Air India Exp ,14:30,17:20,2h 50m,"5,611",24-08-2025,Economy
IndiGo - 172,BLR,CCU,IndiGo ,13:45,16:20,2h 35m,"6,030",24-08-2025,Economy
IndiGo - 503,BLR,CCU,IndiGo ,09:55,12:50,2h 55m,"5,505",24-08-2025,Economy
IndiGo - 236,BLR,CCU,IndiGo ,11:45,14:25,2h 40m,"6,030",24-08-2025,Economy
IndiGo - 573,CCU,BLR,IndiGo ,22:00,00:40,2h 40m,"6,141",24-08-2025,Economy
Air India Exp - 2947,CCU,BLR,Air India Exp ,19:30,22:10,2h 40m,"6,192",24-08-2025,Economy
Akasa Air - 1541,CCU,BLR,Akasa Air ,23:20,02:05,2h 45m,"6,079",24-08-2025,Economy
IndiGo - 6251,CCU,BLR,IndiGo ,19:00,21:40,2h 40m,"6,456",24-08-2025,Economy
IndiGo - 6314,CCU,BLR,IndiGo ,20:35,23:15,2h 40m,"6,456",24-08-2025,Economy
IndiGo - 757,CCU,BLR,IndiGo ,17:00,19:40,2h 40m,"6,561",24-08-2025,Economy
Akasa Air - 1564,CCU,BLR,Akasa Air ,16:30,19:05,2h 35m,"7,048",24-08-2025,Economy
IndiGo - 958,CCU,BLR,IndiGo ,15:10,17:50,2h 40m,"7,611",24-08-2025,Economy
IndiGo - 6404,BLR,HYD,IndiGo ,12:35,14:00,1h 25m,HYDCCU,25-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,25-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,25-08-2025,Economy
IndiGo - 6923,BLR,HYD,IndiGo ,05:10,06:30,1h 20m,HYDCCU,25-08-2025,Economy
Air India - 2887,BLR,HYD,Air India ,13:35,14:55,1h 20m,HYDCCU,25-08-2025,Economy
IndiGo - 6653,BLR,GOI,IndiGo ,12:35,13:45,1h 10m,GOICCU,25-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",25-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"4,980",25-08-2025,Economy
IndiGo - 442,BLR,CCU,IndiGo ,08:20,10:55,2h 35m,"5,190",25-08-2025,Economy
Akasa Air - 1561,BLR,CCU,Akasa Air ,06:00,08:55,2h 55m,"4,773",25-08-2025,Economy
IndiGo - 172,BLR,CCU,IndiGo ,13:45,16:20,2h 35m,"5,295",25-08-2025,Economy
Air India Exp - 1574,BLR,CCU,Air India Exp ,14:30,17:20,2h 50m,"4,981",25-08-2025,Economy
IndiGo - 503,BLR,CCU,IndiGo ,09:55,12:50,2h 55m,"5,190",25-08-2025,Economy
IndiGo - 236,BLR,CCU,IndiGo ,11:45,14:25,2h 40m,"5,610",25-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,MAACCU,25-08-2025,Economy
IndiGo - 6277,BLR,PAT,IndiGo ,14:45,17:15,2h 30m,PATCCU,25-08-2025,Economy
IndiGo - 484,BLR,HYD,IndiGo ,08:10,09:25,1h 15m,HYDCCU,25-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,25-08-2025,Economy
IndiGo - 6876,BLR,PNQ,IndiGo ,02:40,04:10,1h 30m,PNQCCU,25-08-2025,Economy
IndiGo - 5256,BLR,DEL,IndiGo ,09:15,12:10,2h 55m,DELCCU,25-08-2025,Economy
IndiGo - 457,BLR,GAU,IndiGo ,08:45,11:50,3h 05m,GAUCCU,25-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,MAACCU,25-08-2025,Economy
IndiGo - 6537,BLR,DGH,IndiGo ,11:30,14:05,2h 35m,DGHCCU,25-08-2025,Economy
Air India Exp - 1454,BLR,HDO,Air India Exp ,12:45,15:35,2h 50m,HDOCCU,25-08-2025,Economy
IndiGo - 5011,BLR,BOM,IndiGo ,11:25,13:15,1h 50m,BOMCCU,25-08-2025,Economy
Air India - 2804,BLR,DEL,Air India ,09:10,12:05,2h 55m,DELCCU,25-08-2025,Economy
IndiGo - 6535,BLR,BBI,IndiGo ,12:10,14:05,1h 55m,BBICCU,25-08-2025,Economy
Air India Exp - 2947,CCU,BLR,Air India Exp ,19:30,22:10,2h 40m,"5,092",25-08-2025,Economy
Akasa Air - 1541,CCU,BLR,Akasa Air ,23:35,02:20,2h 45m,"4,763",25-08-2025,Economy
IndiGo - 6314,CCU,BLR,IndiGo ,20:35,23:15,2h 40m,"5,301",25-08-2025,Economy
IndiGo - 573,CCU,BLR,IndiGo ,22:00,00:40,2h 40m,"5,406",25-08-2025,Economy
Akasa Air - 1564,CCU,BLR,Akasa Air ,16:30,19:05,2h 35m,"5,632",25-08-2025,Economy
IndiGo - 757,CCU,BLR,IndiGo ,17:00,19:40,2h 40m,"5,721",25-08-2025,Economy
IndiGo - 6251,CCU,BLR,IndiGo ,19:00,21:40,2h 40m,"6,036",25-08-2025,Economy
IndiGo - 958,CCU,BLR,IndiGo ,15:10,17:50,2h 40m,"6,141",25-08-2025,Economy
Akasa Air - 1564,CCU,BLR,Akasa Air ,16:30,19:15,2h 45m,"6,732",25-08-2025,Economy
IndiGo - 6154,CCU,HYD,IndiGo ,20:45,23:00,2h 15m,HYDBLR,25-08-2025,Economy
IndiGo - 6528,CCU,HYD,IndiGo ,18:05,20:10,2h 05m,HYDBLR,25-08-2025,Economy
IndiGo - 234,CCU,MAA,IndiGo ,18:10,20:30,2h 20m,MAABLR,25-08-2025,Economy
IndiGo - 6717,CCU,BBI,IndiGo ,18:20,19:25,1h 05m,BBIBLR,25-08-2025,Economy
IndiGo - 6908,CCU,HYD,IndiGo ,15:05,17:15,2h 10m,HYDBLR,25-08-2025,Economy
IndiGo - 892,CCU,MAA,IndiGo ,15:00,17:20,2h 20m,MAABLR,25-08-2025,Economy
IndiGo - 895,CCU,PAT,IndiGo ,17:45,18:50,1h 05m,PATBLR,25-08-2025,Economy
Air India Exp - 2963,CCU,IXB,Air India Exp ,15:05,16:20,1h 15m,IXBBLR,25-08-2025,Economy
IndiGo - 6183,CCU,DEL,IndiGo ,18:00,20:25,2h 25m,DELBLR,25-08-2025,Economy
IndiGo - 856,CCU,LKO,IndiGo ,18:40,20:25,1h 45m,LKOBLR,25-08-2025,Economy
Air India Exp - 2945,CCU,GAU,Air India Exp ,15:00,16:35,1h 35m,GAUBLR,25-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,26-08-2025,Economy
IndiGo - 6535,BLR,BBI,IndiGo ,12:10,14:05,1h 55m,BBICCU,26-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,26-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,26-08-2025,Economy
IndiGo - 6923,BLR,HYD,IndiGo ,05:10,06:30,1h 20m,HYDCCU,26-08-2025,Economy
IndiGo - 6653,BLR,GOI,IndiGo ,12:35,13:45,1h 10m,GOICCU,26-08-2025,Economy
IndiGo - 6876,BLR,PNQ,IndiGo ,02:40,04:10,1h 30m,PNQCCU,26-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,MAACCU,26-08-2025,Economy
IndiGo - 6277,BLR,PAT,IndiGo ,14:45,17:15,2h 30m,PATCCU,26-08-2025,Economy
IndiGo - 484,BLR,HYD,IndiGo ,08:10,09:25,1h 15m,HYDCCU,26-08-2025,Economy
IndiGo - 6154,CCU,HYD,IndiGo ,20:45,23:00,2h 15m,HYDBLR,26-08-2025,Economy
IndiGo - 234,CCU,MAA,IndiGo ,18:10,20:30,2h 20m,MAABLR,26-08-2025,Economy
IndiGo - 895,CCU,PAT,IndiGo ,17:45,18:50,1h 05m,PATBLR,26-08-2025,Economy
IndiGo - 172,BLR,CCU,IndiGo ,13:45,16:20,2h 35m,"4,980",26-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",26-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,27-08-2025,Economy
IndiGo - 6404,BLR,HYD,IndiGo ,12:35,14:00,1h 25m,HYDCCU,27-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,27-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,27-08-2025,Economy
Air India - 2887,BLR,HYD,Air India ,13:35,14:55,1h 20m,HYDCCU,27-08-2025,Economy
IndiGo - 6923,BLR,HYD,IndiGo ,05:10,06:30,1h 20m,HYDCCU,27-08-2025,Economy
IndiGo - 6653,BLR,GOI,IndiGo ,12:35,13:45,1h 10m,GOICCU,27-08-2025,Economy
IndiGo - 524,BLR,IXA,IndiGo ,09:25,12:20,2h 55m,IXACCU,27-08-2025,Economy
IndiGo - 6876,BLR,PNQ,IndiGo ,02:40,04:10,1h 30m,PNQCCU,27-08-2025,Economy
IndiGo - 575,BLR,MAA,IndiGo ,05:00,06:05,1h 05m,MAACCU,27-08-2025,Economy
IndiGo - 6277,BLR,PAT,IndiGo ,14:45,17:15,2h 30m,PATCCU,27-08-2025,Economy
IndiGo - 484,BLR,HYD,IndiGo ,08:10,09:25,1h 15m,HYDCCU,27-08-2025,Economy
IndiGo - 5256,BLR,DEL,IndiGo ,09:15,12:10,2h 55m,DELCCU,27-08-2025,Economy
Air India - 525,BLR,MAA,Air India ,05:10,06:15,1h 05m,MAACCU,27-08-2025,Economy
IndiGo - 6535,BLR,BBI,IndiGo ,12:10,14:05,1h 55m,BBICCU,27-08-2025,Economy
IndiGo - 6537,BLR,DGH,IndiGo ,11:30,14:05,2h 35m,DGHCCU,27-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",27-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"4,980",27-08-2025,Economy
IndiGo - 236,BLR,CCU,IndiGo ,11:45,14:25,2h 40m,"4,980",27-08-2025,Economy
IndiGo - 442,BLR,CCU,IndiGo ,08:20,10:55,2h 35m,"5,190",27-08-2025,Economy
IndiGo - 172,BLR,CCU,IndiGo ,13:45,16:20,2h 35m,"5,295",27-08-2025,Economy
Air India Exp - 1574,BLR,CCU,Air India Exp ,14:30,17:20,2h 50m,"4,981",27-08-2025,Economy
Akasa Air - 1561,BLR,CCU,Akasa Air ,06:00,08:55,2h 55m,"4,994",27-08-2025,Economy
Air India Exp - 2947,CCU,BLR,Air India Exp ,19:30,22:10,2h 40m,"5,092",27-08-2025,Economy
IndiGo - 573,CCU,BLR,IndiGo ,22:00,00:40,2h 40m,"5,091",27-08-2025,Economy
Akasa Air - 1541,CCU,BLR,Akasa Air ,23:20,02:05,2h 45m,"4,911",27-08-2025,Economy
IndiGo - 6314,CCU,BLR,IndiGo ,20:35,23:15,2h 40m,"5,301",27-08-2025,Economy
Akasa Air - 1564,CCU,BLR,Akasa Air ,16:30,19:05,2h 35m,"5,632",27-08-2025,Economy
IndiGo - 6251,CCU,BLR,IndiGo ,19:00,21:40,2h 40m,"5,616",27-08-2025,Economy
IndiGo - 6208,BLR,MAA,IndiGo ,12:55,13:55,1h,MAACCU,28-08-2025,Economy
IndiGo - 172,BLR,CCU,IndiGo ,13:45,16:20,2h 35m,"4,980",28-08-2025,Economy
Air India Exp - 1257,BLR,CCU,Air India Exp ,07:30,10:10,2h 40m,"4,981",28-08-2025,Economy
IndiGo - 236,BLR,CCU,IndiGo ,11:45,14:25,2h 40m,"4,980",28-08-2025,Economy
IndiGo - 6439,BLR,CCU,IndiGo ,06:25,09:05,2h 40m,"4,980",28-08-2025,Economy
IndiGo - 442,BLR,CCU,IndiGo ,08:20,10:55,2h 35m,"5,190",28-08-2025,Economy
Akasa Air - 1561,BLR,CCU,Akasa Air ,06:00,08:55,2h 55m,"4,773",28-08-2025,Economy
Air India Exp - 1574,BLR,CCU,Air India Exp ,14:30,17:20,2h 50m,"4,981",28-08-2025,Economy
IndiGo - 503,BLR,CCU,IndiGo ,09:55,12:50,2h 55m,"5,190",28-08-2025,Economy
IndiGo - 6404,BLR,HYD,IndiGo ,12:35,14:00,1h 25m,HYDCCU,28-08-2025,Economy
IndiGo - 6535,BLR,BBI,IndiGo ,12:10,14:05,1h 55m,BBICCU,28-08-2025,Economy
IndiGo - 6801,BLR,PAT,IndiGo ,08:25,11:05,2h 40m,PATCCU,28-08-2025,Economy
IndiGo - 312,BLR,HYD,IndiGo ,08:55,10:20,1h 25m,HYDCCU,28-08-2025,Economy
